track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,0,0,car,10,10,0,-1.3,0,4.37,1.77
1,1,100,car,10,9.87,0,-1.3,0,4.37,1.77
1,2,200,car,10,9.74,0,-1.3,0,4.37,1.77
1,3,300,car,10,9.61,0,-1.3,0,4.37,1.77
1,4,400,car,10,9.48,0,-1.3,0,4.37,1.77
1,5,500,car,10,9.35,0,-1.3,0,4.37,1.77
1,6,600,car,10,9.22,0,-1.3,0,4.37,1.77
1,7,700,car,10,9.09,0,-1.3,0,4.37,1.77
1,8,800,car,10,8.96,0,-1.3,0,4.37,1.77
1,9,900,car,10,8.83,0,-1.3,0,4.37,1.77
1,10,1000,car,10,8.7,0,-1.3,0,4.37,1.77
1,11,1100,car,10,8.57,0,-1.3,0,4.37,1.77
1,12,1200,car,10,8.44,0,-1.3,0,4.37,1.77
1,13,1300,car,10,8.31,0,-1.3,0,4.37,1.77
1,14,1400,car,10,8.18,0,-1.3,0,4.37,1.77
1,15,1500,car,10,8.05,0,-1.3,0,4.37,1.77
1,16,1600,car,10,7.92,0,-1.3,0,4.37,1.77
1,17,1700,car,10,7.79,0,-1.3,0,4.37,1.77
1,18,1800,car,10,7.66,0,-1.3,0,4.37,1.77
1,19,1900,car,10,7.53,0,-1.3,0,4.37,1.77
1,20,2000,car,10,7.4,0,-1.3,0,4.37,1.77
1,21,2100,car,10,7.27,0,-1.3,0,4.37,1.77
1,22,2200,car,10,7.14,0,-1.3,0,4.37,1.77
1,23,2300,car,10,7.01,0,-1.3,0,4.37,1.77
1,24,2400,car,10,6.88,0,-1.3,0,4.37,1.77
1,25,2500,car,10,6.75,0,-1.3,0,4.37,1.77
1,26,2600,car,10,6.62,0,-1.3,0,4.37,1.77
1,27,2700,car,10,6.49,0,-1.3,0,4.37,1.77
1,28,2800,car,10,6.36,0,-1.3,0,4.37,1.77
1,29,2900,car,10,6.23,0,-1.3,0,4.37,1.77
1,30,3000,car,10,6.1,0,-1.3,0,4.37,1.77
1,31,3100,car,10,5.97,0,-1.3,0,4.37,1.77
1,32,3200,car,10,5.84,0,-1.3,0,4.37,1.77
1,33,3300,car,10,5.71,0,-1.3,0,4.37,1.77
1,34,3400,car,10,5.58,0,-1.3,0,4.37,1.77
1,35,3500,car,10,5.45,0,-1.3,0,4.37,1.77
1,36,3600,car,10,5.32,0,-1.3,0,4.37,1.77
1,37,3700,car,10,5.19,0,-1.3,0,4.37,1.77
1,38,3800,car,10,5.06,0,-1.3,0,4.37,1.77
1,39,3900,car,10,4.93,0,-1.3,0,4.37,1.77
1,40,4000,car,10,4.8,0,-1.3,0,4.37,1.77
1,41,4100,car,10,4.67,0,-1.3,0,4.37,1.77
1,42,4200,car,10,4.54,0,-1.3,0,4.37,1.77
1,43,4300,car,10,4.41,0,-1.3,0,4.37,1.77
1,44,4400,car,10,4.28,0,-1.3,0,4.37,1.77
1,45,4500,car,10,4.15,0,-1.3,0,4.37,1.77
1,46,4600,car,10,4.02,0,-1.3,0,4.37,1.77
1,47,4700,car,10,3.89,0,-1.3,0,4.37,1.77
1,48,4800,car,10,3.76,0,-1.3,0,4.37,1.77
1,49,4900,car,10,3.63,0,-1.3,0,4.37,1.77
1,50,5000,car,10,3.5,0,-1.3,0,4.37,1.77
1,51,5100,car,10,3.37,0,-1.3,0,4.37,1.77
1,52,5200,car,10,3.24,0,-1.3,0,4.37,1.77
1,53,5300,car,10,3.11,0,-1.3,0,4.37,1.77
1,54,5400,car,10,2.98,0,-1.3,0,4.37,1.77
1,55,5500,car,10,2.85,0,-1.3,0,4.37,1.77
1,56,5600,car,10,2.72,0,-1.3,0,4.37,1.77
1,57,5700,car,10,2.59,0,-1.3,0,4.37,1.77
1,58,5800,car,10,2.46,0,-1.3,0,4.37,1.77
1,59,5900,car,10,2.33,0,-1.3,0,4.37,1.77
1,60,6000,car,10,2.2,0,-1.3,0,4.37,1.77
1,61,6100,car,10,2.07,0,-1.3,0,4.37,1.77
1,62,6200,car,10,1.94,0,-1.3,0,4.37,1.77
1,63,6300,car,10,1.81,0,-1.3,0,4.37,1.77
1,64,6400,car,10,1.68,0,-1.3,0,4.37,1.77
1,65,6500,car,10,1.55,0,-1.3,0,4.37,1.77
1,66,6600,car,10,1.42,0,-1.3,0,4.37,1.77
1,67,6700,car,10,1.29,0,-1.3,0,4.37,1.77
1,68,6800,car,10,1.16,0,-1.3,0,4.37,1.77
1,69,6900,car,10,1.03,0,-1.3,0,4.37,1.77
1,70,7000,car,10,0.9,0,-1.3,0,4.37,1.77
1,71,7100,car,10,0.77,0,-1.3,0,4.37,1.77
1,72,7200,car,10,0.64,0,-1.3,0,4.37,1.77
1,73,7300,car,10,0.51,0,-1.3,0,4.37,1.77
1,74,7400,car,10,0.38,0,-1.3,0,4.37,1.77
1,75,7500,car,10,0.25,0,-1.3,0,4.37,1.77
1,76,7600,car,10,0.12,0,-1.3,0,4.37,1.77
1,77,7700,car,10,-0.01,0,-1.3,0,4.37,1.77
1,78,7800,car,10,-0.14,0,-1.3,0,4.37,1.77
1,79,7900,car,10,-0.27,0,-1.3,0,4.37,1.77
1,80,8000,car,10,-0.4,0,-1.3,0,4.37,1.77
1,81,8100,car,10,-0.53,0,-1.3,0,4.37,1.77
1,82,8200,car,10,-0.66,0,-1.3,0,4.37,1.77
1,83,8300,car,10,-0.79,0,-1.3,0,4.37,1.77
1,84,8400,car,10,-0.92,0,-1.3,0,4.37,1.77
1,85,8500,car,10,-1.05,0,-1.3,0,4.37,1.77
1,86,8600,car,10,-1.18,0,-1.3,0,4.37,1.77
1,87,8700,car,10,-1.31,0,-1.3,0,4.37,1.77
1,88,8800,car,10,-1.44,0,-1.3,0,4.37,1.77
1,89,8900,car,10,-1.57,0,-1.3,0,4.37,1.77
1,90,9000,car,10,-1.7,0,-1.3,0,4.37,1.77
1,91,9100,car,10,-1.83,0,-1.3,0,4.37,1.77
1,92,9200,car,10,-1.96,0,-1.3,0,4.37,1.77
1,93,9300,car,10,-2.09,0,-1.3,0,4.37,1.77
1,94,9400,car,10,-2.22,0,-1.3,0,4.37,1.77
1,95,9500,car,10,-2.35,0,-1.3,0,4.37,1.77
1,96,9600,car,10,-2.48,0,-1.3,0,4.37,1.77
1,97,9700,car,10,-2.61,0,-1.3,0,4.37,1.77
1,98,9800,car,10,-2.74,0,-1.3,0,4.37,1.77
1,99,9900,car,10,-2.87,0,-1.3,0,4.37,1.77
1,100,10000,car,10,-3,0,-1.3,0,4.37,1.77
1,101,10100,car,10,-3.13,0,-1.3,0,4.37,1.77
1,102,10200,car,10,-3.26,0,-1.3,0,4.37,1.77
1,103,10300,car,10,-3.39,0,-1.3,0,4.37,1.77
1,104,10400,car,10,-3.52,0,-1.3,0,4.37,1.77
1,105,10500,car,10,-3.65,0,-1.3,0,4.37,1.77
1,106,10600,car,10,-3.78,0,-1.3,0,4.37,1.77
1,107,10700,car,10,-3.91,0,-1.3,0,4.37,1.77
1,108,10800,car,10,-4.04,0,-1.3,0,4.37,1.77
1,109,10900,car,10,-4.17,0,-1.3,0,4.37,1.77
1,110,11000,car,10,-4.3,0,-1.3,0,4.37,1.77
1,111,11100,car,10,-4.43,0,-1.3,0,4.37,1.77
1,112,11200,car,10,-4.56,0,-1.3,0,4.37,1.77
1,113,11300,car,10,-4.69,0,-1.3,0,4.37,1.77
1,114,11400,car,10,-4.82,0,-1.3,0,4.37,1.77
1,115,11500,car,10,-4.95,0,-1.3,0,4.37,1.77
