track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,0,0,car,10,10,0,-1.7,0,4.37,1.77
1,1,100,car,10,9.83,0,-1.7,0,4.37,1.77
1,2,200,car,10,9.66,0,-1.7,0,4.37,1.77
1,3,300,car,10,9.49,0,-1.7,0,4.37,1.77
1,4,400,car,10,9.32,0,-1.7,0,4.37,1.77
1,5,500,car,10,9.15,0,-1.7,0,4.37,1.77
1,6,600,car,10,8.98,0,-1.7,0,4.37,1.77
1,7,700,car,10,8.81,0,-1.7,0,4.37,1.77
1,8,800,car,10,8.64,0,-1.7,0,4.37,1.77
1,9,900,car,10,8.47,0,-1.7,0,4.37,1.77
1,10,1000,car,10,8.3,0,-1.7,0,4.37,1.77
1,11,1100,car,10,8.13,0,-1.7,0,4.37,1.77
1,12,1200,car,10,7.96,0,-1.7,0,4.37,1.77
1,13,1300,car,10,7.79,0,-1.7,0,4.37,1.77
1,14,1400,car,10,7.62,0,-1.7,0,4.37,1.77
1,15,1500,car,10,7.45,0,-1.7,0,4.37,1.77
1,16,1600,car,10,7.28,0,-1.7,0,4.37,1.77
1,17,1700,car,10,7.11,0,-1.7,0,4.37,1.77
1,18,1800,car,10,6.94,0,-1.7,0,4.37,1.77
1,19,1900,car,10,6.77,0,-1.7,0,4.37,1.77
1,20,2000,car,10,6.6,0,-1.7,0,4.37,1.77
1,21,2100,car,10,6.43,0,-1.7,0,4.37,1.77
1,22,2200,car,10,6.26,0,-1.7,0,4.37,1.77
1,23,2300,car,10,6.09,0,-1.7,0,4.37,1.77
1,24,2400,car,10,5.92,0,-1.7,0,4.37,1.77
1,25,2500,car,10,5.75,0,-1.7,0,4.37,1.77
1,26,2600,car,10,5.58,0,-1.7,0,4.37,1.77
1,27,2700,car,10,5.41,0,-1.7,0,4.37,1.77
1,28,2800,car,10,5.24,0,-1.7,0,4.37,1.77
1,29,2900,car,10,5.07,0,-1.7,0,4.37,1.77
1,30,3000,car,10,4.9,0,-1.7,0,4.37,1.77
1,31,3100,car,10,4.73,0,-1.7,0,4.37,1.77
1,32,3200,car,10,4.56,0,-1.7,0,4.37,1.77
1,33,3300,car,10,4.39,0,-1.7,0,4.37,1.77
1,34,3400,car,10,4.22,0,-1.7,0,4.37,1.77
1,35,3500,car,10,4.05,0,-1.7,0,4.37,1.77
1,36,3600,car,10,3.88,0,-1.7,0,4.37,1.77
1,37,3700,car,10,3.71,0,-1.7,0,4.37,1.77
1,38,3800,car,10,3.54,0,-1.7,0,4.37,1.77
1,39,3900,car,10,3.37,0,-1.7,0,4.37,1.77
1,40,4000,car,10,3.2,0,-1.7,0,4.37,1.77
1,41,4100,car,10,3.03,0,-1.7,0,4.37,1.77
1,42,4200,car,10,2.86,0,-1.7,0,4.37,1.77
1,43,4300,car,10,2.69,0,-1.7,0,4.37,1.77
1,44,4400,car,10,2.52,0,-1.7,0,4.37,1.77
1,45,4500,car,10,2.35,0,-1.7,0,4.37,1.77
1,46,4600,car,10,2.18,0,-1.7,0,4.37,1.77
1,47,4700,car,10,2.01,0,-1.7,0,4.37,1.77
1,48,4800,car,10,1.84,0,-1.7,0,4.37,1.77
1,49,4900,car,10,1.67,0,-1.7,0,4.37,1.77
