track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,0,0,car,10,20,0,-1,0,4.37,1.77
1,1,100,car,10,19.9,0,-1,0,4.37,1.77
1,2,200,car,10,19.8,0,-1,0,4.37,1.77
1,3,300,car,10,19.7,0,-1,0,4.37,1.77
1,4,400,car,10,19.6,0,-1,0,4.37,1.77
1,5,500,car,10,19.5,0,-1,0,4.37,1.77
1,6,600,car,10,19.4,0,-1,0,4.37,1.77
1,7,700,car,10,19.3,0,-1,0,4.37,1.77
1,8,800,car,10,19.2,0,-1,0,4.37,1.77
1,9,900,car,10,19.1,0,-1,0,4.37,1.77
1,10,1000,car,10,19,0,-1,0,4.37,1.77
1,11,1100,car,10,18.9,0,-1,0,4.37,1.77
1,12,1200,car,10,18.8,0,-1,0,4.37,1.77
1,13,1300,car,10,18.7,0,-1,0,4.37,1.77
1,14,1400,car,10,18.6,0,-1,0,4.37,1.77
1,15,1500,car,10,18.5,0,-1,0,4.37,1.77
1,16,1600,car,10,18.4,0,-1,0,4.37,1.77
1,17,1700,car,10,18.3,0,-1,0,4.37,1.77
1,18,1800,car,10,18.2,0,-1,0,4.37,1.77
1,19,1900,car,10,18.1,0,-1,0,4.37,1.77
1,20,2000,car,10,18,0,-1,0,4.37,1.77
1,21,2100,car,10,17.9,0,-1,0,4.37,1.77
1,22,2200,car,10,17.8,0,-1,0,4.37,1.77
1,23,2300,car,10,17.7,0,-1,0,4.37,1.77
1,24,2400,car,10,17.6,0,-1,0,4.37,1.77
1,25,2500,car,10,17.5,0,-1,0,4.37,1.77
1,26,2600,car,10,17.4,0,-1,0,4.37,1.77
1,27,2700,car,10,17.3,0,-1,0,4.37,1.77
1,28,2800,car,10,17.2,0,-1,0,4.37,1.77
1,29,2900,car,10,17.1,0,-1,0,4.37,1.77
1,30,3000,car,10,17,0,-1,0,4.37,1.77
1,31,3100,car,10,16.9,0,-1,0,4.37,1.77
1,32,3200,car,10,16.8,0,-1,0,4.37,1.77
1,33,3300,car,10,16.7,0,-1,0,4.37,1.77
1,34,3400,car,10,16.6,0,-1,0,4.37,1.77
1,35,3500,car,10,16.5,0,-1,0,4.37,1.77
1,36,3600,car,10,16.4,0,-1,0,4.37,1.77
1,37,3700,car,10,16.3,0,-1,0,4.37,1.77
1,38,3800,car,10,16.2,0,-1,0,4.37,1.77
1,39,3900,car,10,16.1,0,-1,0,4.37,1.77
1,40,4000,car,10,16,0,-1,0,4.37,1.77
1,41,4100,car,10,15.9,0,-1,0,4.37,1.77
1,42,4200,car,10,15.8,0,-1,0,4.37,1.77
1,43,4300,car,10,15.7,0,-1,0,4.37,1.77
1,44,4400,car,10,15.6,0,-1,0,4.37,1.77
1,45,4500,car,10,15.5,0,-1,0,4.37,1.77
1,46,4600,car,10,15.4,0,-1,0,4.37,1.77
1,47,4700,car,10,15.3,0,-1,0,4.37,1.77
1,48,4800,car,10,15.2,0,-1,0,4.37,1.77
1,49,4900,car,10,15.1,0,-1,0,4.37,1.77
1,50,5000,car,10,15,0,-1,0,4.37,1.77
1,51,5100,car,10,14.9,0,-1,0,4.37,1.77
1,52,5200,car,10,14.8,0,-1,0,4.37,1.77
1,53,5300,car,10,14.7,0,-1,0,4.37,1.77
1,54,5400,car,10,14.6,0,-1,0,4.37,1.77
1,55,5500,car,10,14.5,0,-1,0,4.37,1.77
1,56,5600,car,10,14.4,0,-1,0,4.37,1.77
1,57,5700,car,10,14.3,0,-1,0,4.37,1.77
1,58,5800,car,10,14.2,0,-1,0,4.37,1.77
1,59,5900,car,10,14.1,0,-1,0,4.37,1.77
1,60,6000,car,10,14,0,-1,0,4.37,1.77
1,61,6100,car,10,13.9,0,-1,0,4.37,1.77
1,62,6200,car,10,13.8,0,-1,0,4.37,1.77
1,63,6300,car,10,13.7,0,-1,0,4.37,1.77
1,64,6400,car,10,13.6,0,-1,0,4.37,1.77
1,65,6500,car,10,13.5,0,-1,0,4.37,1.77
1,66,6600,car,10,13.4,0,-1,0,4.37,1.77
1,67,6700,car,10,13.3,0,-1,0,4.37,1.77
1,68,6800,car,10,13.2,0,-1,0,4.37,1.77
1,69,6900,car,10,13.1,0,-1,0,4.37,1.77
1,70,7000,car,10,13,0,-1,0,4.37,1.77
1,71,7100,car,10,12.9,0,-1,0,4.37,1.77
1,72,7200,car,10,12.8,0,-1,0,4.37,1.77
1,73,7300,car,10,12.7,0,-1,0,4.37,1.77
1,74,7400,car,10,12.6,0,-1,0,4.37,1.77
1,75,7500,car,10,12.5,0,-1,0,4.37,1.77
1,76,7600,car,10,12.4,0,-1,0,4.37,1.77
1,77,7700,car,10,12.3,0,-1,0,4.37,1.77
1,78,7800,car,10,12.2,0,-1,0,4.37,1.77
1,79,7900,car,10,12.1,0,-1,0,4.37,1.77
1,80,8000,car,10,12,0,-1,0,4.37,1.77
1,81,8100,car,10,11.9,0,-1,0,4.37,1.77
1,82,8200,car,10,11.8,0,-1,0,4.37,1.77
1,83,8300,car,10,11.7,0,-1,0,4.37,1.77
1,84,8400,car,10,11.6,0,-1,0,4.37,1.77
1,85,8500,car,10,11.5,0,-1,0,4.37,1.77
1,86,8600,car,10,11.4,0,-1,0,4.37,1.77
1,87,8700,car,10,11.3,0,-1,0,4.37,1.77
1,88,8800,car,10,11.2,0,-1,0,4.37,1.77
1,89,8900,car,10,11.1,0,-1,0,4.37,1.77
1,90,9000,car,10,11,0,-1,0,4.37,1.77
1,91,9100,car,10,10.9,0,-1,0,4.37,1.77
1,92,9200,car,10,10.8,0,-1,0,4.37,1.77
1,93,9300,car,10,10.7,0,-1,0,4.37,1.77
1,94,9400,car,10,10.6,0,-1,0,4.37,1.77
1,95,9500,car,10,10.5,0,-1,0,4.37,1.77
1,96,9600,car,10,10.4,0,-1,0,4.37,1.77
1,97,9700,car,10,10.3,0,-1,0,4.37,1.77
1,98,9800,car,10,10.2,0,-1,0,4.37,1.77
1,99,9900,car,10,10.1,0,-1,0,4.37,1.77
1,100,10000,car,10,10,0,-1,0,4.37,1.77
1,101,10100,car,10,9.9,0,-1,0,4.37,1.77
1,102,10200,car,10,9.8,0,-1,0,4.37,1.77
1,103,10300,car,10,9.7,0,-1,0,4.37,1.77
1,104,10400,car,10,9.6,0,-1,0,4.37,1.77
1,105,10500,car,10,9.5,0,-1,0,4.37,1.77
1,106,10600,car,10,9.4,0,-1,0,4.37,1.77
1,107,10700,car,10,9.3,0,-1,0,4.37,1.77
1,108,10800,car,10,9.2,0,-1,0,4.37,1.77
1,109,10900,car,10,9.1,0,-1,0,4.37,1.77
1,110,11000,car,10,9,0,-1,0,4.37,1.77
1,111,11100,car,10,8.9,0,-1,0,4.37,1.77
1,112,11200,car,10,8.8,0,-1,0,4.37,1.77
1,113,11300,car,10,8.7,0,-1,0,4.37,1.77
1,114,11400,car,10,8.6,0,-1,0,4.37,1.77
1,115,11500,car,10,8.5,0,-1,0,4.37,1.77
1,116,11600,car,10,8.4,0,-1,0,4.37,1.77
1,117,11700,car,10,8.3,0,-1,0,4.37,1.77
1,118,11800,car,10,8.2,0,-1,0,4.37,1.77
1,119,11900,car,10,8.1,0,-1,0,4.37,1.77
1,120,12000,car,10,8,0,-1,0,4.37,1.77
1,121,12100,car,10,7.9,0,-1,0,4.37,1.77
1,122,12200,car,10,7.8,0,-1,0,4.37,1.77
1,123,12300,car,10,7.7,0,-1,0,4.37,1.77
1,124,12400,car,10,7.6,0,-1,0,4.37,1.77
1,125,12500,car,10,7.5,0,-1,0,4.37,1.77
1,126,12600,car,10,7.4,0,-1,0,4.37,1.77
1,127,12700,car,10,7.3,0,-1,0,4.37,1.77
1,128,12800,car,10,7.2,0,-1,0,4.37,1.77
1,129,12900,car,10,7.1,0,-1,0,4.37,1.77
1,130,13000,car,10,7,0,-1,0,4.37,1.77
1,131,13100,car,10,6.9,0,-1,0,4.37,1.77
1,132,13200,car,10,6.8,0,-1,0,4.37,1.77
1,133,13300,car,10,6.7,0,-1,0,4.37,1.77
1,134,13400,car,10,6.6,0,-1,0,4.37,1.77
1,135,13500,car,10,6.5,0,-1,0,4.37,1.77
1,136,13600,car,10,6.4,0,-1,0,4.37,1.77
1,137,13700,car,10,6.3,0,-1,0,4.37,1.77
1,138,13800,car,10,6.2,0,-1,0,4.37,1.77
1,139,13900,car,10,6.1,0,-1,0,4.37,1.77
1,140,14000,car,10,6,0,-1,0,4.37,1.77
1,141,14100,car,10,5.9,0,-1,0,4.37,1.77
1,142,14200,car,10,5.8,0,-1,0,4.37,1.77
1,143,14300,car,10,5.7,0,-1,0,4.37,1.77
1,144,14400,car,10,5.6,0,-1,0,4.37,1.77
1,145,14500,car,10,5.5,0,-1,0,4.37,1.77
1,146,14600,car,10,5.4,0,-1,0,4.37,1.77
1,147,14700,car,10,5.3,0,-1,0,4.37,1.77
1,148,14800,car,10,5.2,0,-1,0,4.37,1.77
1,149,14900,car,10,5.1,0,-1,0,4.37,1.77
1,150,15000,car,10,5,0,-1,0,4.37,1.77
1,151,15100,car,10,4.9,0,-1,0,4.37,1.77
1,152,15200,car,10,4.8,0,-1,0,4.37,1.77
1,153,15300,car,10,4.7,0,-1,0,4.37,1.77
1,154,15400,car,10,4.6,0,-1,0,4.37,1.77
1,155,15500,car,10,4.5,0,-1,0,4.37,1.77
1,156,15600,car,10,4.4,0,-1,0,4.37,1.77
1,157,15700,car,10,4.3,0,-1,0,4.37,1.77
1,158,15800,car,10,4.2,0,-1,0,4.37,1.77
1,159,15900,car,10,4.1,0,-1,0,4.37,1.77
1,160,16000,car,10,4,0,-1,0,4.37,1.77
1,161,16100,car,10,3.9,0,-1,0,4.37,1.77
1,162,16200,car,10,3.8,0,-1,0,4.37,1.77
1,163,16300,car,10,3.7,0,-1,0,4.37,1.77
1,164,16400,car,10,3.6,0,-1,0,4.37,1.77
1,165,16500,car,10,3.5,0,-1,0,4.37,1.77
1,166,16600,car,10,3.4,0,-1,0,4.37,1.77
1,167,16700,car,10,3.3,0,-1,0,4.37,1.77
1,168,16800,car,10,3.2,0,-1,0,4.37,1.77
1,169,16900,car,10,3.1,0,-1,0,4.37,1.77
1,170,17000,car,10,3,0,-1,0,4.37,1.77
1,171,17100,car,10,2.9,0,-1,0,4.37,1.77
1,172,17200,car,10,2.8,0,-1,0,4.37,1.77
1,173,17300,car,10,2.7,0,-1,0,4.37,1.77
1,174,17400,car,10,2.6,0,-1,0,4.37,1.77
1,175,17500,car,10,2.5,0,-1,0,4.37,1.77
1,176,17600,car,10,2.4,0,-1,0,4.37,1.77
1,177,17700,car,10,2.3,0,-1,0,4.37,1.77
1,178,17800,car,10,2.2,0,-1,0,4.37,1.77
1,179,17900,car,10,2.1,0,-1,0,4.37,1.77
1,180,18000,car,10,2,0,-1,0,4.37,1.77
1,181,18100,car,10,1.9,0,-1,0,4.37,1.77
1,182,18200,car,10,1.8,0,-1,0,4.37,1.77
1,183,18300,car,10,1.7,0,-1,0,4.37,1.77
1,184,18400,car,10,1.6,0,-1,0,4.37,1.77
1,185,18500,car,10,1.5,0,-1,0,4.37,1.77
1,186,18600,car,10,1.4,0,-1,0,4.37,1.77
1,187,18700,car,10,1.3,0,-1,0,4.37,1.77
1,188,18800,car,10,1.2,0,-1,0,4.37,1.77
1,189,18900,car,10,1.1,0,-1,0,4.37,1.77
1,190,19000,car,10,1,0,-1,0,4.37,1.77
1,191,19100,car,10,0.9,0,-1,0,4.37,1.77
1,192,19200,car,10,0.8,0,-1,0,4.37,1.77
1,193,19300,car,10,0.7,0,-1,0,4.37,1.77
1,194,19400,car,10,0.6,0,-1,0,4.37,1.77
1,195,19500,car,10,0.5,0,-1,0,4.37,1.77
1,196,19600,car,10,0.4,0,-1,0,4.37,1.77
1,197,19700,car,10,0.3,0,-1,0,4.37,1.77
1,198,19800,car,10,0.2,0,-1,0,4.37,1.77
1,199,19900,car,10,0.1,0,-1,0,4.37,1.77
1,200,20000,car,10,0,0,-1,0,4.37,1.77
1,201,20100,car,10,-0.1,0,-1,0,4.37,1.77
1,202,20200,car,10,-0.2,0,-1,0,4.37,1.77
1,203,20300,car,10,-0.3,0,-1,0,4.37,1.77
1,204,20400,car,10,-0.4,0,-1,0,4.37,1.77
1,205,20500,car,10,-0.5,0,-1,0,4.37,1.77
1,206,20600,car,10,-0.6,0,-1,0,4.37,1.77
1,207,20700,car,10,-0.7,0,-1,0,4.37,1.77
